Wavelength,L,M,S
444,4.38682E-02,7.32866E-02,9.96385E-01
444,4.39563E-02,7.35015E-02,9.96012E-01
444,4.40444E-02,7.37164E-02,9.95628E-01
444,4.41326E-02,7.39314E-02,9.95236E-01
444,4.42210E-02,7.41466E-02,9.94837E-01
444,4.43095E-02,7.43621E-02,9.94431E-01
444,4.43983E-02,7.45779E-02,9.94020E-01
444,4.44874E-02,7.47940E-02,9.93605E-01
445,4.45768E-02,7.50104E-02,9.93188E-01
445,4.46665E-02,7.52273E-02,9.92769E-01
445,4.47565E-02,7.54447E-02,9.92350E-01
445,4.48470E-02,7.56627E-02,9.91931E-01
445,4.49380E-02,7.58812E-02,9.91515E-01
445,4.50294E-02,7.61004E-02,9.91102E-01
445,4.51214E-02,7.63202E-02,9.90691E-01
445,4.52138E-02,7.65406E-02,9.90282E-01
445,4.53066E-02,7.67615E-02,9.89873E-01
446,4.53999E-02,7.69831E-02,9.89464E-01
446,4.54937E-02,7.72051E-02,9.89054E-01
446,4.55879E-02,7.74276E-02,9.88640E-01
446,4.56825E-02,7.76507E-02,9.88224E-01
446,4.57775E-02,7.78741E-02,9.87803E-01
446,4.58729E-02,7.80980E-02,9.87377E-01
446,4.59687E-02,7.83223E-02,9.86945E-01
446,4.60648E-02,7.85469E-02,9.86506E-01
446,4.61613E-02,7.87719E-02,9.86058E-01
446,4.62582E-02,7.89972E-02,9.85602E-01
446,4.63554E-02,7.92227E-02,9.85135E-01
447,4.64529E-02,7.94485E-02,9.84658E-01
447,4.65507E-02,7.96746E-02,9.84168E-01
447,4.66488E-02,7.99008E-02,9.83666E-01
447,4.67472E-02,8.01272E-02,9.83150E-01
447,4.68459E-02,8.03538E-02,9.82619E-01
447,4.69448E-02,8.05804E-02,9.82073E-01
447,4.70440E-02,8.08071E-02,9.81510E-01
447,4.71434E-02,8.10339E-02,9.80930E-01
447,4.72430E-02,8.12607E-02,9.80331E-01
448,4.73429E-02,8.14874E-02,9.79713E-01
448,4.74429E-02,8.17141E-02,9.79075E-01
448,4.75431E-02,8.19408E-02,9.78415E-01
448,4.76435E-02,8.21673E-02,9.77734E-01
448,4.77440E-02,8.23936E-02,9.77029E-01
448,4.78446E-02,8.26198E-02,9.76301E-01
448,4.79454E-02,8.28458E-02,9.75548E-01
448,4.80463E-02,8.30715E-02,9.74770E-01
448,4.81473E-02,8.32970E-02,9.73964E-01
448,4.82483E-02,8.35221E-02,9.73132E-01
448,4.83495E-02,8.37469E-02,9.72271E-01
449,4.84506E-02,8.39713E-02,9.71381E-01
449,4.85518E-02,8.41953E-02,9.70461E-01
449,4.86531E-02,8.44188E-02,9.69510E-01
449,4.87543E-02,8.46419E-02,9.68528E-01
449,4.88555E-02,8.48644E-02,9.67513E-01
449,4.89568E-02,8.50863E-02,9.66464E-01
449,4.90579E-02,8.53077E-02,9.65382E-01
449,4.91590E-02,8.55284E-02,9.64264E-01
449,4.92601E-02,8.57484E-02,9.63111E-01
450,4.93610E-02,8.59678E-02,9.61921E-01
450,4.94619E-02,8.61863E-02,9.60693E-01
450,4.95626E-02,8.64041E-02,9.59427E-01
450,4.96632E-02,8.66211E-02,9.58123E-01
450,4.97637E-02,8.68372E-02,9.56778E-01
450,4.98639E-02,8.70524E-02,9.55393E-01
450,4.99640E-02,8.72667E-02,9.53967E-01
450,5.00640E-02,8.74801E-02,9.52501E-01
450,5.01638E-02,8.76927E-02,9.50997E-01
450,5.02636E-02,8.79045E-02,9.49455E-01
450,5.03633E-02,8.81157E-02,9.47878E-01
451,5.04629E-02,8.83263E-02,9.46266E-01
451,5.05626E-02,8.85363E-02,9.44620E-01
451,5.06622E-02,8.87459E-02,9.42943E-01
451,5.07620E-02,8.89551E-02,9.41236E-01
451,5.08618E-02,8.91640E-02,9.39499E-01
451,5.09618E-02,8.93726E-02,9.37734E-01
451,5.10620E-02,8.95811E-02,9.35942E-01
451,5.11623E-02,8.97895E-02,9.34126E-01
451,5.12629E-02,8.99979E-02,9.32285E-01
452,5.13637E-02,9.02064E-02,9.30421E-01
452,5.14649E-02,9.04150E-02,9.28536E-01
452,5.15663E-02,9.06238E-02,9.26631E-01
452,5.16682E-02,9.08329E-02,9.24707E-01
452,5.17704E-02,9.10423E-02,9.22766E-01
452,5.18731E-02,9.12523E-02,9.20807E-01
452,5.19762E-02,9.14628E-02,9.18834E-01
452,5.20799E-02,9.16739E-02,9.16847E-01
452,5.21841E-02,9.18857E-02,9.14847E-01
452,5.22889E-02,9.20983E-02,9.12836E-01
452,5.23943E-02,9.23117E-02,9.10814E-01
453,5.25003E-02,9.25261E-02,9.08783E-01
453,5.26070E-02,9.27416E-02,9.06744E-01
453,5.27145E-02,9.29582E-02,9.04699E-01
453,5.28227E-02,9.31759E-02,9.02648E-01
453,5.29317E-02,9.33950E-02,9.00592E-01
453,5.30416E-02,9.36155E-02,8.98533E-01
453,5.31523E-02,9.38375E-02,8.96472E-01
453,5.32640E-02,9.40610E-02,8.94411E-01
453,5.33766E-02,9.42862E-02,8.92349E-01
454,5.34902E-02,9.45132E-02,8.90288E-01
454,5.36049E-02,9.47420E-02,8.88229E-01
454,5.37206E-02,9.49727E-02,8.86174E-01
454,5.38374E-02,9.52055E-02,8.84124E-01
454,5.39554E-02,9.54404E-02,8.82079E-01
454,5.40746E-02,9.56775E-02,8.80040E-01
454,5.41951E-02,9.59170E-02,8.78009E-01
454,5.43168E-02,9.61588E-02,8.75987E-01
454,5.44398E-02,9.64032E-02,8.73974E-01
454,5.45642E-02,9.66503E-02,8.71972E-01
454,5.46900E-02,9.69000E-02,8.69982E-01
455,5.48173E-02,9.71526E-02,8.68004E-01
455,5.49461E-02,9.74081E-02,8.66041E-01
455,5.50764E-02,9.76667E-02,8.64091E-01
455,5.52083E-02,9.79284E-02,8.62158E-01
455,5.53418E-02,9.81934E-02,8.60240E-01
455,5.54771E-02,9.84617E-02,8.58341E-01
455,5.56140E-02,9.87333E-02,8.56459E-01
455,5.57526E-02,9.90084E-02,8.54594E-01
455,5.58930E-02,9.92870E-02,8.52747E-01
456,5.60352E-02,9.95689E-02,8.50917E-01
456,5.61791E-02,9.98544E-02,8.49105E-01
456,5.63249E-02,1.00143E-01,8.47310E-01
456,5.64726E-02,1.00436E-01,8.45533E-01
456,5.66221E-02,1.00732E-01,8.43773E-01
456,5.67734E-02,1.01031E-01,8.42031E-01
456,5.69268E-02,1.01335E-01,8.40307E-01
456,5.70820E-02,1.01641E-01,8.38599E-01
456,5.72392E-02,1.01952E-01,8.36910E-01
456,5.73985E-02,1.02266E-01,8.35238E-01
456,5.75597E-02,1.02584E-01,8.33583E-01
457,5.77230E-02,1.02905E-01,8.31946E-01
457,5.78884E-02,1.03231E-01,8.30326E-01
457,5.80559E-02,1.03560E-01,8.28724E-01
457,5.82255E-02,1.03893E-01,8.27139E-01
457,5.83973E-02,1.04229E-01,8.25572E-01
457,5.85713E-02,1.04570E-01,8.24022E-01
457,5.87475E-02,1.04914E-01,8.22489E-01
457,5.89260E-02,1.05263E-01,8.20975E-01
457,5.91067E-02,1.05615E-01,8.19477E-01
458,5.92898E-02,1.05972E-01,8.17997E-01
458,5.94752E-02,1.06332E-01,8.16535E-01
458,5.96630E-02,1.06696E-01,8.15090E-01
458,5.98532E-02,1.07065E-01,8.13663E-01
458,6.00458E-02,1.07437E-01,8.12253E-01
458,6.02409E-02,1.07814E-01,8.10860E-01
458,6.04385E-02,1.08195E-01,8.09486E-01
458,6.06386E-02,1.08580E-01,8.08128E-01
458,6.08413E-02,1.08970E-01,8.06789E-01
458,6.10466E-02,1.09363E-01,8.05466E-01
458,6.12546E-02,1.09761E-01,8.04162E-01
459,6.14652E-02,1.10163E-01,8.02874E-01
459,6.16786E-02,1.10570E-01,8.01605E-01
459,6.18947E-02,1.10981E-01,8.00353E-01
459,6.21135E-02,1.11397E-01,7.99118E-01
459,6.23353E-02,1.11817E-01,7.97902E-01
459,6.25598E-02,1.12241E-01,7.96702E-01
459,6.27873E-02,1.12670E-01,7.95521E-01
459,6.30177E-02,1.13104E-01,7.94357E-01
459,6.32511E-02,1.13542E-01,7.93211E-01
460,6.34875E-02,1.13985E-01,7.92082E-01
460,6.37270E-02,1.14433E-01,7.90971E-01
460,6.39696E-02,1.14886E-01,7.89878E-01
460,6.42153E-02,1.15343E-01,7.88802E-01
460,6.44643E-02,1.15805E-01,7.87744E-01
460,6.47164E-02,1.16272E-01,7.86704E-01
460,6.49719E-02,1.16744E-01,7.85681E-01
460,6.52305E-02,1.17221E-01,7.84676E-01
460,6.54924E-02,1.17702E-01,7.83686E-01
460,6.57575E-02,1.18189E-01,7.82710E-01
460,6.60257E-02,1.18680E-01,7.81749E-01
461,6.62971E-02,1.19176E-01,7.80801E-01
461,6.65715E-02,1.19676E-01,7.79865E-01
461,6.68490E-02,1.20181E-01,7.78940E-01
461,6.71296E-02,1.20690E-01,7.78025E-01
461,6.74131E-02,1.21204E-01,7.77119E-01
461,6.76995E-02,1.21723E-01,7.76221E-01
461,6.79889E-02,1.22245E-01,7.75331E-01
461,6.82811E-02,1.22772E-01,7.74447E-01
461,6.85762E-02,1.23303E-01,7.73569E-01
462,6.88741E-02,1.23838E-01,7.72695E-01
462,6.91747E-02,1.24377E-01,7.71825E-01
462,6.94781E-02,1.24920E-01,7.70958E-01
462,6.97841E-02,1.25467E-01,7.70093E-01
462,7.00928E-02,1.26018E-01,7.69229E-01
462,7.04040E-02,1.26573E-01,7.68365E-01
462,7.07178E-02,1.27131E-01,7.67500E-01
462,7.10341E-02,1.27693E-01,7.66633E-01
462,7.13529E-02,1.28259E-01,7.65764E-01
462,7.16741E-02,1.28828E-01,7.64892E-01
462,7.19976E-02,1.29400E-01,7.64015E-01
463,7.23234E-02,1.29976E-01,7.63133E-01
463,7.26515E-02,1.30555E-01,7.62246E-01
463,7.29818E-02,1.31137E-01,7.61351E-01
463,7.33143E-02,1.31722E-01,7.60449E-01
463,7.36489E-02,1.32311E-01,7.59538E-01
463,7.39855E-02,1.32902E-01,7.58618E-01
463,7.43241E-02,1.33495E-01,7.57687E-01
463,7.46647E-02,1.34092E-01,7.56746E-01
463,7.50071E-02,1.34691E-01,7.55793E-01
464,7.53514E-02,1.35292E-01,7.54827E-01
464,7.56974E-02,1.35896E-01,7.53847E-01
464,7.60451E-02,1.36502E-01,7.52853E-01
464,7.63945E-02,1.37111E-01,7.51844E-01
464,7.67454E-02,1.37721E-01,7.50819E-01
464,7.70978E-02,1.38334E-01,7.49777E-01
464,7.74517E-02,1.38948E-01,7.48718E-01
464,7.78069E-02,1.39564E-01,7.47640E-01
464,7.81634E-02,1.40181E-01,7.46544E-01
464,7.85212E-02,1.40801E-01,7.45427E-01
464,7.88801E-02,1.41421E-01,7.44290E-01
465,7.92401E-02,1.42043E-01,7.43131E-01
465,7.96011E-02,1.42666E-01,7.41950E-01
465,7.99630E-02,1.43290E-01,7.40747E-01
465,8.03258E-02,1.43915E-01,7.39519E-01
465,8.06894E-02,1.44541E-01,7.38268E-01
465,8.10536E-02,1.45167E-01,7.36991E-01
465,8.14186E-02,1.45794E-01,7.35689E-01
465,8.17842E-02,1.46421E-01,7.34363E-01
465,8.21505E-02,1.47050E-01,7.33012E-01
466,8.25174E-02,1.47678E-01,7.31636E-01
466,8.28850E-02,1.48307E-01,7.30235E-01
466,8.32532E-02,1.48937E-01,7.28810E-01
466,8.36220E-02,1.49567E-01,7.27361E-01
466,8.39913E-02,1.50197E-01,7.25887E-01
466,8.43613E-02,1.50828E-01,7.24389E-01
466,8.47319E-02,1.51459E-01,7.22868E-01
466,8.51030E-02,1.52090E-01,7.21322E-01
466,8.54747E-02,1.52722E-01,7.19753E-01
466,8.58468E-02,1.53353E-01,7.18160E-01
466,8.62196E-02,1.53985E-01,7.16543E-01
467,8.65928E-02,1.54617E-01,7.14903E-01
467,8.69665E-02,1.55249E-01,7.13240E-01
467,8.73407E-02,1.55881E-01,7.11554E-01
467,8.77153E-02,1.56514E-01,7.09845E-01
467,8.80904E-02,1.57146E-01,7.08113E-01
467,8.84660E-02,1.57778E-01,7.06358E-01
467,8.88419E-02,1.58410E-01,7.04581E-01
467,8.92183E-02,1.59042E-01,7.02781E-01
467,8.95951E-02,1.59673E-01,7.00960E-01
468,8.99722E-02,1.60305E-01,6.99116E-01
468,9.03497E-02,1.60936E-01,6.97250E-01
468,9.07275E-02,1.61567E-01,6.95363E-01
468,9.11057E-02,1.62197E-01,6.93454E-01
468,9.14842E-02,1.62827E-01,6.91523E-01
468,9.18630E-02,1.63457E-01,6.89572E-01
468,9.22421E-02,1.64086E-01,6.87599E-01
468,9.26214E-02,1.64715E-01,6.85606E-01
468,9.30010E-02,1.65343E-01,6.83591E-01
468,9.33808E-02,1.65971E-01,6.81557E-01
468,9.37608E-02,1.66598E-01,6.79501E-01
469,9.41411E-02,1.67224E-01,6.77426E-01
469,9.45215E-02,1.67849E-01,6.75331E-01
469,9.49021E-02,1.68474E-01,6.73216E-01
469,9.52828E-02,1.69098E-01,6.71081E-01
469,9.56637E-02,1.69721E-01,6.68927E-01
469,9.60446E-02,1.70343E-01,6.66753E-01
469,9.64257E-02,1.70964E-01,6.64561E-01
469,9.68069E-02,1.71584E-01,6.62349E-01
469,9.71881E-02,1.72203E-01,6.60119E-01
470,9.75693E-02,1.72821E-01,6.57871E-01
470,9.79506E-02,1.73438E-01,6.55604E-01
470,9.83319E-02,1.74054E-01,6.53320E-01
470,9.87131E-02,1.74668E-01,6.51017E-01
470,9.90944E-02,1.75281E-01,6.48697E-01
470,9.94755E-02,1.75893E-01,6.46359E-01
470,9.98566E-02,1.76503E-01,6.44004E-01
470,1.00238E-01,1.77112E-01,6.41633E-01
470,1.00619E-01,1.77720E-01,6.39245E-01
470,1.01000E-01,1.78326E-01,6.36841E-01
470,1.01381E-01,1.78931E-01,6.34422E-01
471,1.01762E-01,1.79535E-01,6.31988E-01
471,1.02143E-01,1.80137E-01,6.29540E-01
471,1.02524E-01,1.80739E-01,6.27078E-01
471,1.02905E-01,1.81339E-01,6.24601E-01
471,1.03286E-01,1.81938E-01,6.22112E-01
471,1.03667E-01,1.82536E-01,6.19610E-01
471,1.04048E-01,1.83132E-01,6.17096E-01
471,1.04429E-01,1.83728E-01,6.14570E-01
471,1.04811E-01,1.84323E-01,6.12032E-01
472,1.05193E-01,1.84917E-01,6.09484E-01
472,1.05574E-01,1.85509E-01,6.06925E-01
472,1.05956E-01,1.86101E-01,6.04355E-01
472,1.06338E-01,1.86692E-01,6.01776E-01
472,1.06721E-01,1.87283E-01,5.99188E-01
472,1.07103E-01,1.87872E-01,5.96591E-01
472,1.07486E-01,1.88461E-01,5.93985E-01
472,1.07870E-01,1.89049E-01,5.91371E-01
472,1.08253E-01,1.89636E-01,5.88750E-01
472,1.08637E-01,1.90222E-01,5.86121E-01
472,1.09021E-01,1.90808E-01,5.83485E-01
473,1.09405E-01,1.91394E-01,5.80843E-01
473,1.09790E-01,1.91979E-01,5.78194E-01
473,1.10175E-01,1.92563E-01,5.75540E-01
473,1.10561E-01,1.93147E-01,5.72880E-01
473,1.10947E-01,1.93731E-01,5.70216E-01
473,1.11334E-01,1.94314E-01,5.67546E-01
473,1.11721E-01,1.94897E-01,5.64873E-01
473,1.12108E-01,1.95480E-01,5.62195E-01
473,1.12497E-01,1.96063E-01,5.59514E-01
474,1.12885E-01,1.96645E-01,5.56830E-01
474,1.13275E-01,1.97227E-01,5.54143E-01
474,1.13665E-01,1.97810E-01,5.51453E-01
474,1.14055E-01,1.98392E-01,5.48762E-01
474,1.14446E-01,1.98974E-01,5.46068E-01
474,1.14838E-01,1.99557E-01,5.43373E-01
474,1.15231E-01,2.00139E-01,5.40677E-01
474,1.15624E-01,2.00722E-01,5.37980E-01
474,1.16019E-01,2.01305E-01,5.35282E-01
474,1.16414E-01,2.01888E-01,5.32584E-01
474,1.16809E-01,2.02472E-01,5.29887E-01
475,1.17206E-01,2.03056E-01,5.27189E-01
475,1.17604E-01,2.03641E-01,5.24493E-01
475,1.18002E-01,2.04226E-01,5.21797E-01
475,1.18402E-01,2.04812E-01,5.19103E-01
475,1.18802E-01,2.05398E-01,5.16411E-01
475,1.19204E-01,2.05985E-01,5.13720E-01
475,1.19606E-01,2.06573E-01,5.11032E-01
475,1.20010E-01,2.07162E-01,5.08346E-01
475,1.20414E-01,2.07751E-01,5.05663E-01
476,1.20820E-01,2.08341E-01,5.02983E-01
476,1.21226E-01,2.08932E-01,5.00308E-01
476,1.21634E-01,2.09523E-01,4.97636E-01
476,1.22042E-01,2.10115E-01,4.94968E-01
476,1.22452E-01,2.10708E-01,4.92305E-01
476,1.22863E-01,2.11302E-01,4.89647E-01
476,1.23274E-01,2.11897E-01,4.86995E-01
476,1.23687E-01,2.12492E-01,4.84348E-01
476,1.24101E-01,2.13088E-01,4.81706E-01
476,1.24515E-01,2.13685E-01,4.79071E-01
476,1.24931E-01,2.14283E-01,4.76443E-01
477,1.25348E-01,2.14881E-01,4.73821E-01
477,1.25766E-01,2.15480E-01,4.71206E-01
477,1.26185E-01,2.16080E-01,4.68598E-01
477,1.26605E-01,2.16681E-01,4.65998E-01
477,1.27026E-01,2.17283E-01,4.63406E-01
477,1.27448E-01,2.17886E-01,4.60822E-01
477,1.27871E-01,2.18489E-01,4.58246E-01
477,1.28295E-01,2.19093E-01,4.55678E-01
477,1.28720E-01,2.19698E-01,4.53120E-01
478,1.29146E-01,2.20304E-01,4.50570E-01
478,1.29574E-01,2.20911E-01,4.48030E-01
478,1.30002E-01,2.21519E-01,4.45499E-01
478,1.30431E-01,2.22127E-01,4.42978E-01
478,1.30862E-01,2.22737E-01,4.40466E-01
478,1.31293E-01,2.23347E-01,4.37965E-01
478,1.31726E-01,2.23958E-01,4.35474E-01
478,1.32159E-01,2.24570E-01,4.32994E-01
478,1.32594E-01,2.25183E-01,4.30524E-01
478,1.33029E-01,2.25797E-01,4.28065E-01
478,1.33466E-01,2.26412E-01,4.25617E-01
479,1.33904E-01,2.27028E-01,4.23180E-01
479,1.34343E-01,2.27645E-01,4.20755E-01
479,1.34783E-01,2.28263E-01,4.18342E-01
479,1.35224E-01,2.28882E-01,4.15940E-01
479,1.35666E-01,2.29501E-01,4.13549E-01
479,1.36109E-01,2.30122E-01,4.11171E-01
479,1.36553E-01,2.30744E-01,4.08806E-01
479,1.36998E-01,2.31366E-01,4.06452E-01
479,1.37445E-01,2.31990E-01,4.04111E-01
480,1.37892E-01,2.32615E-01,4.01782E-01
480,1.38340E-01,2.33241E-01,3.99467E-01
480,1.38790E-01,2.33867E-01,3.97164E-01
480,1.39241E-01,2.34495E-01,3.94874E-01
480,1.39692E-01,2.35124E-01,3.92597E-01
480,1.40145E-01,2.35754E-01,3.90333E-01
480,1.40599E-01,2.36385E-01,3.88083E-01
480,1.41054E-01,2.37017E-01,3.85846E-01
480,1.41510E-01,2.37650E-01,3.83621E-01
480,1.41967E-01,2.38284E-01,3.81410E-01
480,1.42425E-01,2.38919E-01,3.79210E-01
481,1.42884E-01,2.39555E-01,3.77023E-01
481,1.43344E-01,2.40192E-01,3.74848E-01
481,1.43805E-01,2.40830E-01,3.72685E-01
481,1.44268E-01,2.41469E-01,3.70534E-01
481,1.44731E-01,2.42108E-01,3.68394E-01
481,1.45195E-01,2.42749E-01,3.66265E-01
481,1.45660E-01,2.43390E-01,3.64147E-01
481,1.46126E-01,2.44032E-01,3.62040E-01
481,1.46593E-01,2.44675E-01,3.59944E-01
482,1.47061E-01,2.45318E-01,3.57858E-01
482,1.47530E-01,2.45962E-01,3.55783E-01
482,1.48000E-01,2.46607E-01,3.53718E-01
482,1.48471E-01,2.47253E-01,3.51663E-01
482,1.48943E-01,2.47899E-01,3.49617E-01
482,1.49415E-01,2.48545E-01,3.47582E-01
482,1.49889E-01,2.49192E-01,3.45556E-01
482,1.50363E-01,2.49840E-01,3.43539E-01
482,1.50839E-01,2.50488E-01,3.41531E-01
482,1.51315E-01,2.51137E-01,3.39533E-01
482,1.51792E-01,2.51786E-01,3.37543E-01
483,1.52269E-01,2.52436E-01,3.35562E-01
483,1.52748E-01,2.53086E-01,3.33590E-01
483,1.53227E-01,2.53736E-01,3.31626E-01
483,1.53708E-01,2.54386E-01,3.29671E-01
483,1.54189E-01,2.55037E-01,3.27724E-01
483,1.54670E-01,2.55688E-01,3.25785E-01
483,1.55153E-01,2.56340E-01,3.23854E-01
483,1.55636E-01,2.56991E-01,3.21930E-01
483,1.56120E-01,2.57643E-01,3.20015E-01
484,1.56605E-01,2.58294E-01,3.18107E-01
484,1.57090E-01,2.58946E-01,3.16206E-01
484,1.57576E-01,2.59598E-01,3.14313E-01
484,1.58063E-01,2.60250E-01,3.12427E-01
484,1.58550E-01,2.60902E-01,3.10548E-01
484,1.59038E-01,2.61554E-01,3.08676E-01
484,1.59527E-01,2.62206E-01,3.06811E-01
484,1.60016E-01,2.62858E-01,3.04953E-01
484,1.60506E-01,2.63509E-01,3.03102E-01
484,1.60997E-01,2.64160E-01,3.01257E-01
484,1.61488E-01,2.64812E-01,2.99419E-01
485,1.61980E-01,2.65463E-01,2.97587E-01
485,1.62472E-01,2.66113E-01,2.95762E-01
485,1.62965E-01,2.66764E-01,2.93942E-01
485,1.63458E-01,2.67413E-01,2.92129E-01
485,1.63952E-01,2.68063E-01,2.90322E-01
485,1.64446E-01,2.68712E-01,2.88521E-01
485,1.64941E-01,2.69361E-01,2.86727E-01
485,1.65436E-01,2.70010E-01,2.84939E-01
485,1.65933E-01,2.70659E-01,2.83157E-01
486,1.66430E-01,2.71308E-01,2.81383E-01
486,1.66928E-01,2.71957E-01,2.79616E-01
486,1.67427E-01,2.72607E-01,2.77857E-01
486,1.67928E-01,2.73258E-01,2.76105E-01
486,1.68429E-01,2.73909E-01,2.74362E-01
486,1.68932E-01,2.74561E-01,2.72626E-01
486,1.69437E-01,2.75215E-01,2.70900E-01
486,1.69943E-01,2.75870E-01,2.69181E-01
486,1.70451E-01,2.76527E-01,2.67472E-01
486,1.70961E-01,2.77185E-01,2.65772E-01
486,1.71472E-01,2.77845E-01,2.64081E-01
487,1.71986E-01,2.78507E-01,2.62399E-01
487,1.72502E-01,2.79172E-01,2.60728E-01
487,1.73020E-01,2.79838E-01,2.59066E-01
487,1.73540E-01,2.80508E-01,2.57414E-01
487,1.74063E-01,2.81180E-01,2.55772E-01
487,1.74589E-01,2.81855E-01,2.54140E-01
487,1.75117E-01,2.82534E-01,2.52519E-01
487,1.75648E-01,2.83215E-01,2.50909E-01
487,1.76183E-01,2.83901E-01,2.49309E-01
488,1.76720E-01,2.84589E-01,2.47720E-01
488,1.77260E-01,2.85282E-01,2.46143E-01
488,1.77804E-01,2.85979E-01,2.44576E-01
488,1.78352E-01,2.86681E-01,2.43021E-01
488,1.78903E-01,2.87387E-01,2.41477E-01
488,1.79457E-01,2.88097E-01,2.39945E-01
488,1.80016E-01,2.88813E-01,2.38425E-01
488,1.80579E-01,2.89533E-01,2.36916E-01
488,1.81145E-01,2.90259E-01,2.35419E-01
488,1.81716E-01,2.90991E-01,2.33934E-01
488,1.82292E-01,2.91728E-01,2.32461E-01
489,1.82872E-01,2.92471E-01,2.31000E-01
489,1.83457E-01,2.93221E-01,2.29552E-01
489,1.84046E-01,2.93977E-01,2.28115E-01
489,1.84641E-01,2.94739E-01,2.26692E-01
489,1.85241E-01,2.95508E-01,2.25280E-01
489,1.85846E-01,2.96285E-01,2.23881E-01
489,1.86457E-01,2.97069E-01,2.22495E-01
489,1.87073E-01,2.97860E-01,2.21122E-01
489,1.87695E-01,2.98659E-01,2.19761E-01
490,1.88322E-01,2.99466E-01,2.18413E-01
490,1.88956E-01,3.00281E-01,2.17078E-01
490,1.89597E-01,3.01105E-01,2.15756E-01
490,1.90243E-01,3.01937E-01,2.14446E-01
490,1.90896E-01,3.02779E-01,2.13150E-01
490,1.91556E-01,3.03630E-01,2.11867E-01
490,1.92223E-01,3.04490E-01,2.10597E-01
490,1.92897E-01,3.05359E-01,2.09339E-01
490,1.93577E-01,3.06238E-01,2.08095E-01
490,1.94265E-01,3.07127E-01,2.06863E-01
490,1.94959E-01,3.08024E-01,2.05643E-01
491,1.95660E-01,3.08931E-01,2.04435E-01
491,1.96368E-01,3.09847E-01,2.03238E-01
491,1.97083E-01,3.10772E-01,2.02054E-01
491,1.97804E-01,3.11706E-01,2.00881E-01
491,1.98532E-01,3.12649E-01,1.99719E-01
491,1.99267E-01,3.13601E-01,1.98568E-01
491,2.00009E-01,3.14562E-01,1.97427E-01
491,2.00757E-01,3.15532E-01,1.96298E-01
491,2.01513E-01,3.16511E-01,1.95179E-01
492,2.02274E-01,3.17498E-01,1.94070E-01
492,2.03043E-01,3.18495E-01,1.92971E-01
492,2.03818E-01,3.19499E-01,1.91883E-01
492,2.04599E-01,3.20513E-01,1.90804E-01
492,2.05388E-01,3.21535E-01,1.89734E-01
492,2.06182E-01,3.22565E-01,1.88674E-01
492,2.06984E-01,3.23604E-01,1.87623E-01
492,2.07792E-01,3.24651E-01,1.86582E-01
492,2.08606E-01,3.25706E-01,1.85549E-01
492,2.09427E-01,3.26770E-01,1.84525E-01
492,2.10254E-01,3.27841E-01,1.83509E-01
493,2.11087E-01,3.28921E-01,1.82503E-01
493,2.11927E-01,3.30009E-01,1.81504E-01
493,2.12773E-01,3.31104E-01,1.80514E-01
493,2.13626E-01,3.32208E-01,1.79531E-01
493,2.14485E-01,3.33319E-01,1.78557E-01
493,2.15350E-01,3.34438E-01,1.77590E-01
493,2.16221E-01,3.35565E-01,1.76631E-01
493,2.17099E-01,3.36699E-01,1.75679E-01
493,2.17982E-01,3.37841E-01,1.74735E-01
494,2.18872E-01,3.38990E-01,1.73798E-01
494,2.19768E-01,3.40147E-01,1.72868E-01
494,2.20670E-01,3.41310E-01,1.71945E-01
494,2.21578E-01,3.42481E-01,1.71029E-01
494,2.22492E-01,3.43659E-01,1.70120E-01
494,2.23411E-01,3.44844E-01,1.69217E-01
494,2.24337E-01,3.46036E-01,1.68320E-01
494,2.25269E-01,3.47235E-01,1.67430E-01
494,2.26206E-01,3.48441E-01,1.66547E-01
494,2.27149E-01,3.49653E-01,1.65669E-01
494,2.28098E-01,3.50872E-01,1.64797E-01
495,2.29052E-01,3.52097E-01,1.63932E-01
495,2.30012E-01,3.53328E-01,1.63072E-01
495,2.30978E-01,3.54566E-01,1.62218E-01
495,2.31949E-01,3.55810E-01,1.61369E-01
495,2.32926E-01,3.57061E-01,1.60526E-01
495,2.33908E-01,3.58317E-01,1.59688E-01
495,2.34895E-01,3.59579E-01,1.58856E-01
495,2.35888E-01,3.60847E-01,1.58028E-01
495,2.36886E-01,3.62121E-01,1.57206E-01
496,2.37890E-01,3.63402E-01,1.56388E-01
496,2.38900E-01,3.64688E-01,1.55575E-01
496,2.39914E-01,3.65981E-01,1.54767E-01
496,2.40935E-01,3.67279E-01,1.53963E-01
496,2.41961E-01,3.68584E-01,1.53164E-01
496,2.42992E-01,3.69895E-01,1.52368E-01
496,2.44029E-01,3.71213E-01,1.51577E-01
496,2.45072E-01,3.72537E-01,1.50790E-01
496,2.46120E-01,3.73867E-01,1.50006E-01
496,2.47174E-01,3.75203E-01,1.49227E-01
496,2.48233E-01,3.76545E-01,1.48450E-01
497,2.49298E-01,3.77895E-01,1.47678E-01
497,2.50369E-01,3.79250E-01,1.46909E-01
497,2.51446E-01,3.80612E-01,1.46143E-01
497,2.52528E-01,3.81980E-01,1.45380E-01
497,2.53616E-01,3.83355E-01,1.44620E-01
497,2.54709E-01,3.84736E-01,1.43864E-01
497,2.55808E-01,3.86124E-01,1.43110E-01
497,2.56913E-01,3.87519E-01,1.42359E-01
497,2.58024E-01,3.88920E-01,1.41611E-01
498,2.59140E-01,3.90328E-01,1.40865E-01
