Wavelength,V
530,8.53106E-01
530,8.54236E-01
530,8.55359E-01
530,8.56473E-01
530,8.57580E-01
530,8.58679E-01
530,8.59770E-01
530,8.60853E-01
530,8.61929E-01
530,8.62998E-01
531,8.64060E-01
531,8.65115E-01
531,8.66163E-01
531,8.67205E-01
531,8.68241E-01
531,8.69271E-01
531,8.70295E-01
531,8.71313E-01
531,8.72327E-01
532,8.73335E-01
532,8.74338E-01
532,8.75337E-01
532,8.76331E-01
532,8.77320E-01
532,8.78306E-01
532,8.79288E-01
532,8.80266E-01
532,8.81241E-01
532,8.82213E-01
532,8.83182E-01
533,8.84148E-01
533,8.85112E-01
533,8.86074E-01
533,8.87033E-01
533,8.87991E-01
533,8.88947E-01
533,8.89902E-01
533,8.90855E-01
533,8.91808E-01
534,8.92761E-01
534,8.93713E-01
534,8.94664E-01
534,8.95616E-01
534,8.96568E-01
534,8.97521E-01
534,8.98475E-01
534,8.99429E-01
534,9.00385E-01
534,9.01343E-01
534,9.02302E-01
535,9.03264E-01
535,9.04227E-01
535,9.05194E-01
535,9.06163E-01
535,9.07135E-01
535,9.08110E-01
535,9.09088E-01
535,9.10069E-01
535,9.11053E-01
536,9.12039E-01
536,9.13027E-01
536,9.14017E-01
536,9.15008E-01
536,9.16001E-01
536,9.16995E-01
536,9.17989E-01
536,9.18984E-01
536,9.19979E-01
536,9.20974E-01
536,9.21969E-01
537,9.22963E-01
537,9.23957E-01
537,9.24949E-01
537,9.25940E-01
537,9.26929E-01
537,9.27917E-01
537,9.28902E-01
537,9.29885E-01
537,9.30865E-01
538,9.31842E-01
538,9.32816E-01
538,9.33786E-01
538,9.34753E-01
538,9.35715E-01
538,9.36673E-01
538,9.37626E-01
538,9.38575E-01
538,9.39518E-01
538,9.40455E-01
538,9.41387E-01
539,9.42313E-01
539,9.43232E-01
539,9.44144E-01
539,9.45050E-01
539,9.45948E-01
539,9.46839E-01
539,9.47722E-01
539,9.48597E-01
539,9.49463E-01
540,9.50321E-01
540,9.51169E-01
540,9.52009E-01
540,9.52838E-01
540,9.53658E-01
540,9.54468E-01
540,9.55267E-01
540,9.56055E-01
540,9.56833E-01
540,9.57601E-01
540,9.58358E-01
541,9.59104E-01
541,9.59840E-01
541,9.60565E-01
541,9.61279E-01
541,9.61983E-01
541,9.62677E-01
541,9.63360E-01
541,9.64032E-01
541,9.64693E-01
542,9.65344E-01
542,9.65984E-01
542,9.66614E-01
542,9.67233E-01
542,9.67841E-01
542,9.68439E-01
542,9.69026E-01
542,9.69602E-01
542,9.70168E-01
542,9.70723E-01
542,9.71267E-01
543,9.71801E-01
543,9.72324E-01
543,9.72836E-01
543,9.73338E-01
543,9.73829E-01
543,9.74309E-01
543,9.74779E-01
543,9.75238E-01
543,9.75686E-01
544,9.76124E-01
544,9.76551E-01
544,9.76967E-01
544,9.77373E-01
544,9.77768E-01
544,9.78152E-01
544,9.78526E-01
544,9.78889E-01
544,9.79241E-01
544,9.79583E-01
544,9.79914E-01
545,9.80234E-01
545,9.80544E-01
545,9.80844E-01
545,9.81132E-01
545,9.81411E-01
545,9.81678E-01
545,9.81936E-01
545,9.82183E-01
545,9.82421E-01
546,9.82650E-01
546,9.82869E-01
546,9.83081E-01
546,9.83284E-01
546,9.83479E-01
546,9.83667E-01
546,9.83847E-01
546,9.84021E-01
546,9.84189E-01
546,9.84350E-01
546,9.84505E-01
547,9.84655E-01
547,9.84800E-01
547,9.84940E-01
547,9.85076E-01
547,9.85208E-01
547,9.85336E-01
547,9.85461E-01
547,9.85583E-01
547,9.85702E-01
548,9.85819E-01
548,9.85934E-01
548,9.86047E-01
548,9.86159E-01
548,9.86271E-01
548,9.86381E-01
548,9.86492E-01
548,9.86602E-01
548,9.86714E-01
548,9.86826E-01
548,9.86939E-01
549,9.87054E-01
549,9.87170E-01
549,9.87289E-01
549,9.87411E-01
549,9.87536E-01
549,9.87664E-01
549,9.87795E-01
549,9.87931E-01
549,9.88071E-01
550,9.88216E-01
550,9.88365E-01
550,9.88521E-01
550,9.88682E-01
550,9.88849E-01
550,9.89023E-01
550,9.89203E-01
550,9.89390E-01
550,9.89583E-01
550,9.89782E-01
550,9.89987E-01
551,9.90197E-01
551,9.90411E-01
551,9.90631E-01
551,9.90854E-01
551,9.91081E-01
551,9.91312E-01
551,9.91546E-01
551,9.91782E-01
551,9.92022E-01
552,9.92263E-01
552,9.92506E-01
552,9.92751E-01
552,9.92997E-01
552,9.93244E-01
552,9.93491E-01
552,9.93739E-01
552,9.93986E-01
552,9.94233E-01
552,9.94479E-01
552,9.94723E-01
553,9.94967E-01
553,9.95208E-01
553,9.95447E-01
553,9.95684E-01
553,9.95917E-01
553,9.96148E-01
553,9.96375E-01
553,9.96598E-01
553,9.96816E-01
554,9.97030E-01
554,9.97240E-01
554,9.97444E-01
554,9.97642E-01
554,9.97834E-01
554,9.98021E-01
554,9.98200E-01
554,9.98373E-01
554,9.98538E-01
554,9.98695E-01
554,9.98845E-01
555,9.98986E-01
555,9.99119E-01
555,9.99242E-01
555,9.99356E-01
555,9.99461E-01
555,9.99555E-01
555,9.99640E-01
555,9.99715E-01
555,9.99781E-01
556,9.99838E-01
556,9.99886E-01
556,9.99925E-01
556,9.99956E-01
556,9.99978E-01
556,9.99993E-01
556,1.00000E+00
556,1.00000E+00
556,9.99992E-01
556,9.99977E-01
556,9.99956E-01
557,9.99928E-01
557,9.99894E-01
557,9.99853E-01
557,9.99807E-01
557,9.99756E-01
557,9.99699E-01
557,9.99637E-01
557,9.99570E-01
557,9.99498E-01
558,9.99422E-01
558,9.99342E-01
558,9.99258E-01
558,9.99170E-01
558,9.99078E-01
558,9.98984E-01
558,9.98886E-01
558,9.98786E-01
558,9.98683E-01
558,9.98578E-01
558,9.98471E-01
559,9.98362E-01
559,9.98251E-01
559,9.98139E-01
559,9.98026E-01
559,9.97912E-01
559,9.97798E-01
559,9.97683E-01
559,9.97567E-01
559,9.97452E-01
560,9.97337E-01
560,9.97222E-01
560,9.97109E-01
560,9.96996E-01
560,9.96884E-01
560,9.96774E-01
560,9.96665E-01
560,9.96558E-01
560,9.96452E-01
560,9.96347E-01
560,9.96244E-01
561,9.96141E-01
561,9.96039E-01
561,9.95937E-01
561,9.95836E-01
561,9.95736E-01
561,9.95635E-01
561,9.95534E-01
561,9.95434E-01
561,9.95333E-01
562,9.95231E-01
562,9.95129E-01
562,9.95026E-01
562,9.94922E-01
562,9.94818E-01
562,9.94711E-01
562,9.94604E-01
562,9.94495E-01
562,9.94385E-01
562,9.94273E-01
562,9.94158E-01
563,9.94042E-01
563,9.93924E-01
563,9.93803E-01
563,9.93679E-01
563,9.93553E-01
563,9.93425E-01
563,9.93293E-01
563,9.93158E-01
563,9.93020E-01
564,9.92878E-01
564,9.92733E-01
564,9.92585E-01
564,9.92432E-01
564,9.92276E-01
564,9.92116E-01
564,9.91951E-01
564,9.91782E-01
564,9.91608E-01
564,9.91430E-01
564,9.91247E-01
565,9.91059E-01
565,9.90866E-01
565,9.90668E-01
565,9.90464E-01
565,9.90255E-01
565,9.90040E-01
565,9.89820E-01
565,9.89594E-01
565,9.89363E-01
566,9.89126E-01
566,9.88883E-01
566,9.88635E-01
566,9.88382E-01
566,9.88124E-01
566,9.87860E-01
566,9.87590E-01
566,9.87316E-01
566,9.87036E-01
566,9.86751E-01
566,9.86461E-01
567,9.86165E-01
567,9.85865E-01
567,9.85559E-01
567,9.85248E-01
567,9.84932E-01
567,9.84612E-01
567,9.84286E-01
567,9.83955E-01
567,9.83619E-01
568,9.83279E-01
568,9.82933E-01
568,9.82583E-01
568,9.82228E-01
568,9.81868E-01
568,9.81504E-01
568,9.81134E-01
568,9.80760E-01
568,9.80382E-01
568,9.79998E-01
568,9.79611E-01
569,9.79218E-01
569,9.78821E-01
569,9.78420E-01
569,9.78014E-01
569,9.77603E-01
569,9.77189E-01
569,9.76769E-01
569,9.76346E-01
569,9.75918E-01
570,9.75486E-01
570,9.75049E-01
570,9.74609E-01
570,9.74164E-01
570,9.73714E-01
570,9.73261E-01
570,9.72804E-01
570,9.72342E-01
570,9.71876E-01
570,9.71405E-01
570,9.70929E-01
571,9.70449E-01
571,9.69964E-01
571,9.69473E-01
571,9.68978E-01
571,9.68476E-01
571,9.67970E-01
571,9.67457E-01
571,9.66939E-01
571,9.66415E-01
572,9.65885E-01
572,9.65348E-01
572,9.64805E-01
572,9.64256E-01
572,9.63700E-01
572,9.63137E-01
572,9.62567E-01
572,9.61990E-01
572,9.61406E-01
572,9.60815E-01
572,9.60216E-01
573,9.59610E-01
573,9.58996E-01
573,9.58374E-01
573,9.57744E-01
573,9.57106E-01
573,9.56460E-01
573,9.55806E-01
573,9.55143E-01
573,9.54471E-01
574,9.53791E-01
574,9.53102E-01
574,9.52403E-01
574,9.51696E-01
574,9.50980E-01
574,9.50254E-01
574,9.49519E-01
574,9.48774E-01
574,9.48019E-01
574,9.47255E-01
574,9.46481E-01
575,9.45697E-01
575,9.44902E-01
575,9.44098E-01
575,9.43282E-01
575,9.42457E-01
575,9.41621E-01
575,9.40775E-01
575,9.39918E-01
575,9.39053E-01
576,9.38179E-01
576,9.37296E-01
576,9.36406E-01
576,9.35507E-01
576,9.34602E-01
576,9.33690E-01
576,9.32771E-01
576,9.31847E-01
576,9.30917E-01
576,9.29982E-01
576,9.29042E-01
577,9.28099E-01
577,9.27151E-01
577,9.26200E-01
577,9.25246E-01
577,9.24289E-01
577,9.23331E-01
577,9.22370E-01
577,9.21408E-01
577,9.20445E-01
578,9.19482E-01
578,9.18518E-01
578,9.17555E-01
578,9.16592E-01
578,9.15631E-01
578,9.14671E-01
578,9.13712E-01
578,9.12756E-01
578,9.11803E-01
578,9.10852E-01
578,9.09905E-01
579,9.08962E-01
579,9.08022E-01
579,9.07088E-01
579,9.06158E-01
579,9.05233E-01
579,9.04314E-01
579,9.03402E-01
579,9.02495E-01
579,9.01596E-01
580,9.00703E-01
580,8.99818E-01
580,8.98941E-01
580,8.98073E-01
580,8.97212E-01
580,8.96361E-01
580,8.95519E-01
580,8.94687E-01
580,8.93862E-01
580,8.93047E-01
580,8.92239E-01
581,8.91438E-01
581,8.90645E-01
581,8.89859E-01
581,8.89080E-01
581,8.88307E-01
581,8.87540E-01
581,8.86778E-01
581,8.86022E-01
581,8.85270E-01
582,8.84523E-01
582,8.83781E-01
582,8.83042E-01
582,8.82307E-01
582,8.81575E-01
582,8.80846E-01
582,8.80120E-01
582,8.79396E-01
582,8.78673E-01
582,8.77953E-01
582,8.77234E-01
583,8.76515E-01
583,8.75797E-01
583,8.75080E-01
583,8.74362E-01
583,8.73645E-01
583,8.72926E-01
583,8.72206E-01
583,8.71486E-01
583,8.70763E-01
584,8.70039E-01
584,8.69312E-01
584,8.68582E-01
584,8.67850E-01
584,8.67115E-01
584,8.66376E-01
584,8.65633E-01
584,8.64885E-01
584,8.64134E-01
584,8.63377E-01
584,8.62616E-01
585,8.61849E-01
585,8.61076E-01
585,8.60297E-01
585,8.59512E-01
585,8.58720E-01
585,8.57922E-01
585,8.57116E-01
585,8.56303E-01
585,8.55484E-01
586,8.54658E-01
586,8.53826E-01
586,8.52986E-01
586,8.52140E-01
586,8.51288E-01
586,8.50430E-01
586,8.49565E-01
586,8.48693E-01
586,8.47816E-01
586,8.46932E-01
586,8.46042E-01
587,8.45147E-01
587,8.44245E-01
587,8.43337E-01
587,8.42424E-01
587,8.41505E-01
587,8.40580E-01
587,8.39649E-01
587,8.38713E-01
587,8.37772E-01
588,8.36825E-01
588,8.35872E-01
588,8.34915E-01
588,8.33952E-01
588,8.32984E-01
588,8.32011E-01
588,8.31033E-01
588,8.30050E-01
588,8.29062E-01
588,8.28069E-01
588,8.27072E-01
589,8.26069E-01
589,8.25063E-01
589,8.24051E-01
589,8.23036E-01
589,8.22015E-01
589,8.20991E-01
589,8.19962E-01
589,8.18929E-01
589,8.17892E-01
590,8.16851E-01
590,8.15806E-01
590,8.14757E-01
590,8.13704E-01
590,8.12647E-01
590,8.11587E-01
590,8.10523E-01
590,8.09455E-01
590,8.08384E-01
590,8.07309E-01
590,8.06231E-01
591,8.05149E-01
591,8.04064E-01
591,8.02975E-01
591,8.01883E-01
591,8.00787E-01
591,7.99688E-01
591,7.98586E-01
591,7.97481E-01
591,7.96372E-01
592,7.95260E-01
592,7.94145E-01
592,7.93026E-01
592,7.91904E-01
592,7.90779E-01
592,7.89652E-01
592,7.88520E-01
592,7.87386E-01
592,7.86249E-01
592,7.85109E-01
592,7.83966E-01
593,7.82819E-01
593,7.81670E-01
593,7.80518E-01
593,7.79363E-01
593,7.78205E-01
593,7.77045E-01
593,7.75881E-01
593,7.74715E-01
593,7.73545E-01
594,7.72374E-01
594,7.71199E-01
594,7.70021E-01
594,7.68841E-01
594,7.67659E-01
594,7.66473E-01
594,7.65285E-01
594,7.64095E-01
594,7.62901E-01
594,7.61706E-01
594,7.60507E-01
595,7.59307E-01
595,7.58103E-01
595,7.56897E-01
595,7.55689E-01
595,7.54479E-01
595,7.53265E-01
595,7.52050E-01
595,7.50832E-01
595,7.49612E-01
596,7.48390E-01
596,7.47166E-01
596,7.45939E-01
596,7.44710E-01
596,7.43480E-01
596,7.42247E-01
596,7.41013E-01
596,7.39776E-01
596,7.38538E-01
596,7.37298E-01
596,7.36056E-01
597,7.34813E-01
597,7.33568E-01
597,7.32321E-01
597,7.31073E-01
597,7.29823E-01
597,7.28572E-01
597,7.27319E-01
597,7.26065E-01
597,7.24810E-01
598,7.23553E-01
598,7.22295E-01
598,7.21036E-01
598,7.19776E-01
598,7.18515E-01
598,7.17252E-01
598,7.15989E-01
598,7.14725E-01
598,7.13460E-01
598,7.12194E-01
598,7.10927E-01
599,7.09659E-01
599,7.08391E-01
599,7.07122E-01
599,7.05852E-01
599,7.04582E-01
599,7.03311E-01
599,7.02040E-01
599,7.00768E-01
599,6.99495E-01
600,6.98223E-01
600,6.96950E-01
600,6.95677E-01
600,6.94403E-01
600,6.93129E-01
600,6.91855E-01
600,6.90581E-01
600,6.89307E-01
600,6.88033E-01
600,6.86758E-01
600,6.85483E-01
601,6.84207E-01
601,6.82931E-01
601,6.81655E-01
601,6.80378E-01
601,6.79101E-01
601,6.77823E-01
601,6.76544E-01
601,6.75265E-01
601,6.73984E-01
602,6.72703E-01
602,6.71422E-01
602,6.70139E-01
602,6.68855E-01
602,6.67570E-01
602,6.66285E-01
602,6.64998E-01
602,6.63710E-01
602,6.62421E-01
602,6.61130E-01
602,6.59839E-01
603,6.58546E-01
603,6.57251E-01
603,6.55955E-01
603,6.54658E-01
603,6.53359E-01
603,6.52059E-01
603,6.50757E-01
603,6.49454E-01
603,6.48149E-01
604,6.46842E-01
604,6.45533E-01
604,6.44223E-01
604,6.42911E-01
604,6.41597E-01
604,6.40281E-01
604,6.38963E-01
604,6.37643E-01
604,6.36321E-01
604,6.34997E-01
604,6.33671E-01
605,6.32342E-01
605,6.31012E-01
605,6.29679E-01
605,6.28344E-01
605,6.27007E-01
605,6.25667E-01
605,6.24325E-01
605,6.22981E-01
605,6.21635E-01
606,6.20286E-01
606,6.18936E-01
606,6.17583E-01
606,6.16229E-01
606,6.14873E-01
606,6.13515E-01
606,6.12155E-01
606,6.10794E-01
606,6.09431E-01
606,6.08066E-01
606,6.06700E-01
607,6.05333E-01
607,6.03964E-01
607,6.02594E-01
607,6.01222E-01
607,5.99849E-01
607,5.98476E-01
607,5.97101E-01
607,5.95725E-01
607,5.94348E-01
608,5.92970E-01
608,5.91591E-01
608,5.90211E-01
608,5.88831E-01
608,5.87450E-01
608,5.86068E-01
608,5.84686E-01
608,5.83303E-01
608,5.81920E-01
608,5.80536E-01
608,5.79151E-01
609,5.77767E-01
609,5.76382E-01
609,5.74997E-01
609,5.73612E-01
609,5.72226E-01
609,5.70841E-01
609,5.69455E-01
609,5.68069E-01
609,5.66684E-01
610,5.65298E-01
610,5.63913E-01
610,5.62528E-01
610,5.61143E-01
610,5.59759E-01
610,5.58375E-01
610,5.56991E-01
610,5.55607E-01
610,5.54224E-01
610,5.52842E-01
610,5.51459E-01
611,5.50078E-01
611,5.48696E-01
611,5.47315E-01
611,5.45934E-01
611,5.44554E-01
611,5.43173E-01
611,5.41794E-01
611,5.40414E-01
611,5.39035E-01
612,5.37656E-01
612,5.36278E-01
612,5.34900E-01
612,5.33522E-01
612,5.32144E-01
612,5.30767E-01
612,5.29390E-01
612,5.28014E-01
612,5.26638E-01
612,5.25262E-01
612,5.23886E-01
613,5.22511E-01
613,5.21136E-01
613,5.19761E-01
613,5.18387E-01
613,5.17013E-01
613,5.15639E-01
613,5.14266E-01
613,5.12893E-01
613,5.11520E-01
614,5.10147E-01
614,5.08775E-01
614,5.07403E-01
614,5.06031E-01
614,5.04660E-01
614,5.03289E-01
614,5.01918E-01
614,5.00548E-01
614,4.99178E-01
614,4.97808E-01
614,4.96438E-01
615,4.95069E-01
615,4.93700E-01
615,4.92331E-01
615,4.90963E-01
615,4.89595E-01
615,4.88227E-01
615,4.86860E-01
615,4.85493E-01
615,4.84127E-01
616,4.82761E-01
616,4.81396E-01
616,4.80032E-01
616,4.78668E-01
616,4.77306E-01
616,4.75944E-01
616,4.74584E-01
616,4.73224E-01
616,4.71866E-01
616,4.70509E-01
616,4.69153E-01
617,4.67799E-01
617,4.66446E-01
617,4.65094E-01
617,4.63744E-01
617,4.62396E-01
617,4.61049E-01
617,4.59704E-01
617,4.58361E-01
617,4.57020E-01
618,4.55681E-01
618,4.54343E-01
618,4.53008E-01
618,4.51675E-01
618,4.50344E-01
618,4.49015E-01
618,4.47689E-01
618,4.46365E-01
618,4.45043E-01
618,4.43724E-01
618,4.42407E-01
619,4.41093E-01
619,4.39781E-01
619,4.38472E-01
619,4.37166E-01
619,4.35862E-01
619,4.34561E-01
619,4.33264E-01
619,4.31969E-01
619,4.30677E-01
620,4.29388E-01
620,4.28102E-01
620,4.26819E-01
620,4.25539E-01
620,4.24263E-01
620,4.22990E-01
620,4.21720E-01
620,4.20453E-01
620,4.19189E-01
620,4.17928E-01
620,4.16670E-01
621,4.15414E-01
621,4.14161E-01
621,4.12910E-01
621,4.11662E-01
621,4.10415E-01
621,4.09171E-01
621,4.07928E-01
621,4.06687E-01
621,4.05447E-01
622,4.04209E-01
622,4.02972E-01
622,4.01736E-01
622,4.00502E-01
622,3.99268E-01
622,3.98036E-01
622,3.96804E-01
622,3.95572E-01
622,3.94341E-01
622,3.93111E-01
622,3.91881E-01
623,3.90651E-01
623,3.89421E-01
623,3.88191E-01
623,3.86960E-01
623,3.85730E-01
623,3.84499E-01
623,3.83268E-01
623,3.82036E-01
623,3.80804E-01
624,3.79571E-01
624,3.78337E-01
624,3.77102E-01
624,3.75866E-01
624,3.74629E-01
624,3.73391E-01
624,3.72151E-01
624,3.70910E-01
624,3.69668E-01
624,3.68424E-01
624,3.67179E-01
625,3.65932E-01
625,3.64683E-01
625,3.63432E-01
625,3.62179E-01
625,3.60924E-01
625,3.59668E-01
625,3.58409E-01
625,3.57149E-01
625,3.55886E-01
626,3.54623E-01
626,3.53358E-01
626,3.52091E-01
626,3.50824E-01
626,3.49555E-01
626,3.48286E-01
626,3.47016E-01
626,3.45745E-01
626,3.44474E-01
626,3.43202E-01
626,3.41930E-01
627,3.40658E-01
627,3.39386E-01
627,3.38114E-01
627,3.36842E-01
627,3.35570E-01
627,3.34299E-01
627,3.33029E-01
627,3.31759E-01
627,3.30489E-01
628,3.29221E-01
628,3.27954E-01
628,3.26687E-01
628,3.25422E-01
628,3.24159E-01
628,3.22896E-01
628,3.21635E-01
628,3.20376E-01
628,3.19118E-01
628,3.17863E-01
628,3.16609E-01
629,3.15357E-01
629,3.14107E-01
629,3.12859E-01
629,3.11614E-01
629,3.10370E-01
629,3.09130E-01
629,3.07891E-01
629,3.06656E-01
629,3.05423E-01
630,3.04193E-01
630,3.02966E-01
630,3.01741E-01
630,3.00520E-01
630,2.99302E-01
630,2.98086E-01
630,2.96875E-01
630,2.95666E-01
630,2.94461E-01
630,2.93259E-01
630,2.92060E-01
631,2.90864E-01
631,2.89672E-01
631,2.88484E-01
631,2.87298E-01
631,2.86116E-01
631,2.84937E-01
631,2.83762E-01
631,2.82590E-01
631,2.81421E-01
632,2.80256E-01
632,2.79095E-01
632,2.77936E-01
632,2.76782E-01
632,2.75630E-01
632,2.74482E-01
632,2.73338E-01
632,2.72197E-01
632,2.71059E-01
632,2.69925E-01
632,2.68795E-01
633,2.67668E-01
633,2.66544E-01
633,2.65425E-01
633,2.64308E-01
633,2.63195E-01
633,2.62086E-01
633,2.60980E-01
633,2.59878E-01
633,2.58779E-01
634,2.57684E-01
634,2.56593E-01
634,2.55505E-01
634,2.54421E-01
634,2.53340E-01
634,2.52263E-01
634,2.51189E-01
634,2.50119E-01
634,2.49053E-01
634,2.47990E-01
634,2.46931E-01
635,2.45876E-01
635,2.44824E-01
635,2.43776E-01
635,2.42731E-01
635,2.41690E-01
635,2.40653E-01
635,2.39619E-01
635,2.38589E-01
635,2.37563E-01
636,2.36540E-01
636,2.35521E-01
636,2.34505E-01
636,2.33494E-01
636,2.32485E-01
636,2.31481E-01
636,2.30480E-01
636,2.29483E-01
636,2.28489E-01
636,2.27500E-01
636,2.26513E-01
637,2.25531E-01
637,2.24552E-01
637,2.23577E-01
637,2.22606E-01
637,2.21638E-01
637,2.20674E-01
637,2.19713E-01
637,2.18756E-01
637,2.17803E-01
638,2.16854E-01
638,2.15908E-01
638,2.14966E-01
638,2.14028E-01
638,2.13093E-01
638,2.12162E-01
638,2.11235E-01
638,2.10311E-01
638,2.09391E-01
638,2.08475E-01
638,2.07562E-01
639,2.06653E-01
639,2.05748E-01
639,2.04846E-01
639,2.03948E-01
639,2.03054E-01
639,2.02164E-01
639,2.01277E-01
639,2.00393E-01
639,1.99514E-01
640,1.98638E-01
640,1.97765E-01
640,1.96897E-01
640,1.96032E-01
640,1.95170E-01
640,1.94312E-01
640,1.93458E-01
640,1.92608E-01
640,1.91761E-01
640,1.90917E-01
640,1.90077E-01
641,1.89240E-01
641,1.88406E-01
641,1.87575E-01
641,1.86747E-01
641,1.85923E-01
641,1.85101E-01
641,1.84282E-01
641,1.83466E-01
641,1.82653E-01
642,1.81842E-01
642,1.81034E-01
642,1.80229E-01
642,1.79426E-01
642,1.78625E-01
642,1.77827E-01
642,1.77032E-01
642,1.76238E-01
642,1.75447E-01
642,1.74658E-01
642,1.73871E-01
643,1.73086E-01
643,1.72303E-01
643,1.71522E-01
643,1.70743E-01
643,1.69965E-01
643,1.69190E-01
643,1.68416E-01
643,1.67644E-01
643,1.66874E-01
644,1.66105E-01
644,1.65338E-01
644,1.64572E-01
644,1.63808E-01
644,1.63045E-01
644,1.62284E-01
644,1.61524E-01
644,1.60766E-01
644,1.60008E-01
644,1.59252E-01
644,1.58497E-01
645,1.57744E-01
645,1.56991E-01
645,1.56239E-01
645,1.55489E-01
645,1.54740E-01
645,1.53991E-01
645,1.53244E-01
645,1.52498E-01
645,1.51753E-01
646,1.51009E-01
646,1.50266E-01
646,1.49525E-01
646,1.48784E-01
646,1.48046E-01
646,1.47308E-01
646,1.46572E-01
646,1.45837E-01
646,1.45104E-01
646,1.44373E-01
646,1.43643E-01
647,1.42914E-01
647,1.42187E-01
647,1.41462E-01
647,1.40739E-01
647,1.40017E-01
647,1.39297E-01
647,1.38579E-01
647,1.37862E-01
647,1.37148E-01
648,1.36435E-01
648,1.35724E-01
648,1.35016E-01
648,1.34309E-01
648,1.33604E-01
648,1.32901E-01
648,1.32201E-01
648,1.31502E-01
648,1.30805E-01
648,1.30111E-01
648,1.29419E-01
649,1.28729E-01
649,1.28041E-01
649,1.27356E-01
649,1.26672E-01
649,1.25991E-01
649,1.25313E-01
649,1.24636E-01
649,1.23962E-01
649,1.23291E-01
650,1.22621E-01
650,1.21955E-01
650,1.21290E-01
650,1.20628E-01
650,1.19969E-01
650,1.19312E-01
650,1.18658E-01
650,1.18006E-01
650,1.17356E-01
650,1.16709E-01
650,1.16065E-01
651,1.15423E-01
651,1.14784E-01
651,1.14148E-01
651,1.13513E-01
651,1.12882E-01
651,1.12253E-01
651,1.11627E-01
651,1.11003E-01
651,1.10382E-01
652,1.09764E-01
652,1.09148E-01
652,1.08535E-01
652,1.07924E-01
652,1.07317E-01
652,1.06711E-01
652,1.06109E-01
652,1.05509E-01
652,1.04911E-01
652,1.04317E-01
652,1.03725E-01
653,1.03136E-01
653,1.02549E-01
653,1.01965E-01
653,1.01384E-01
653,1.00805E-01
653,1.00229E-01
653,9.96560E-02
653,9.90854E-02
653,9.85175E-02
654,9.79523E-02
654,9.73898E-02
654,9.68300E-02
654,9.62728E-02
654,9.57183E-02
654,9.51665E-02
654,9.46174E-02
654,9.40710E-02
654,9.35272E-02
654,9.29862E-02
654,9.24478E-02
655,9.19121E-02
655,9.13790E-02
655,9.08487E-02
655,9.03210E-02
655,8.97959E-02
655,8.92736E-02
655,8.87539E-02
655,8.82368E-02
655,8.77224E-02
656,8.72106E-02
656,8.67014E-02
656,8.61948E-02
656,8.56908E-02
656,8.51893E-02
656,8.46904E-02
656,8.41941E-02
656,8.37003E-02
656,8.32091E-02
656,8.27203E-02
656,8.22341E-02
657,8.17503E-02
657,8.12691E-02
657,8.07903E-02
657,8.03140E-02
657,7.98401E-02
657,7.93687E-02
657,7.88996E-02
657,7.84331E-02
657,7.79689E-02
658,7.75071E-02
658,7.70477E-02
658,7.65907E-02
658,7.61360E-02
658,7.56837E-02
658,7.52337E-02
658,7.47861E-02
658,7.43408E-02
658,7.38978E-02
658,7.34571E-02
658,7.30187E-02
659,7.25825E-02
659,7.21487E-02
659,7.17171E-02
659,7.12877E-02
659,7.08606E-02
659,7.04357E-02
659,7.00131E-02
659,6.95926E-02
659,6.91744E-02
660,6.87583E-02
660,6.83444E-02
660,6.79327E-02
660,6.75231E-02
660,6.71157E-02
660,6.67104E-02
660,6.63073E-02
660,6.59063E-02
660,6.55074E-02
660,6.51106E-02
660,6.47159E-02
661,6.43233E-02
661,6.39328E-02
661,6.35443E-02
661,6.31579E-02
661,6.27736E-02
661,6.23913E-02
661,6.20111E-02
661,6.16329E-02
661,6.12567E-02
662,6.08826E-02
662,6.05104E-02
662,6.01403E-02
662,5.97721E-02
662,5.94060E-02
662,5.90418E-02
662,5.86796E-02
662,5.83193E-02
662,5.79610E-02
662,5.76047E-02
662,5.72503E-02
663,5.68978E-02
663,5.65472E-02
663,5.61986E-02
663,5.58519E-02
663,5.55070E-02
663,5.51641E-02
663,5.48230E-02
663,5.44838E-02
663,5.41465E-02
664,5.38111E-02
664,5.34775E-02
664,5.31457E-02
664,5.28158E-02
664,5.24877E-02
664,5.21614E-02
664,5.18369E-02
664,5.15143E-02
664,5.11934E-02
664,5.08743E-02
664,5.05570E-02
665,5.02415E-02
665,4.99277E-02
665,4.96157E-02
665,4.93055E-02
665,4.89970E-02
665,4.86902E-02
665,4.83852E-02
665,4.80818E-02
665,4.77802E-02
666,4.74803E-02
666,4.71820E-02
666,4.68855E-02
666,4.65906E-02
666,4.62974E-02
666,4.60058E-02
666,4.57158E-02
666,4.54275E-02
666,4.51409E-02
666,4.48558E-02
666,4.45723E-02
667,4.42905E-02
667,4.40102E-02
667,4.37315E-02
667,4.34544E-02
667,4.31788E-02
667,4.29049E-02
667,4.26324E-02
667,4.23615E-02
667,4.20921E-02
668,4.18243E-02
668,4.15579E-02
668,4.12931E-02
668,4.10298E-02
668,4.07679E-02
668,4.05075E-02
668,4.02487E-02
668,3.99912E-02
668,3.97353E-02
668,3.94808E-02
668,3.92277E-02
669,3.89761E-02
669,3.87259E-02
669,3.84771E-02
669,3.82297E-02
669,3.79838E-02
669,3.77392E-02
669,3.74960E-02
669,3.72542E-02
669,3.70138E-02
