Wavelength,V
421,2.81556E-02
421,2.83406E-02
422,2.85258E-02
422,2.87112E-02
422,2.88968E-02
422,2.90826E-02
422,2.92687E-02
422,2.94551E-02
422,2.96418E-02
422,2.98288E-02
422,3.00162E-02
422,3.02038E-02
422,3.03919E-02
423,3.05804E-02
423,3.07693E-02
423,3.09587E-02
423,3.11485E-02
423,3.13388E-02
423,3.15297E-02
423,3.17211E-02
423,3.19131E-02
423,3.21057E-02
424,3.22989E-02
424,3.24929E-02
424,3.26875E-02
424,3.28828E-02
424,3.30789E-02
424,3.32757E-02
424,3.34734E-02
424,3.36720E-02
424,3.38714E-02
424,3.40718E-02
424,3.42732E-02
425,3.44755E-02
425,3.46789E-02
425,3.48833E-02
425,3.50888E-02
425,3.52955E-02
425,3.55034E-02
425,3.57125E-02
425,3.59227E-02
425,3.61342E-02
426,3.63468E-02
426,3.65605E-02
426,3.67754E-02
426,3.69915E-02
426,3.72087E-02
426,3.74271E-02
426,3.76465E-02
426,3.78671E-02
426,3.80888E-02
426,3.83117E-02
426,3.85356E-02
427,3.87606E-02
427,3.89867E-02
427,3.92139E-02
427,3.94421E-02
427,3.96714E-02
427,3.99017E-02
427,4.01331E-02
427,4.03655E-02
427,4.05989E-02
428,4.08333E-02
428,4.10687E-02
428,4.13051E-02
428,4.15424E-02
428,4.17807E-02
428,4.20200E-02
428,4.22602E-02
428,4.25013E-02
428,4.27433E-02
428,4.29862E-02
428,4.32300E-02
429,4.34747E-02
429,4.37202E-02
429,4.39665E-02
429,4.42137E-02
429,4.44617E-02
429,4.47104E-02
429,4.49600E-02
429,4.52103E-02
429,4.54613E-02
430,4.57131E-02
430,4.59656E-02
430,4.62188E-02
430,4.64726E-02
430,4.67271E-02
430,4.69823E-02
430,4.72380E-02
430,4.74944E-02
430,4.77514E-02
430,4.80090E-02
430,4.82672E-02
431,4.85261E-02
431,4.87855E-02
431,4.90455E-02
431,4.93062E-02
431,4.95674E-02
431,4.98293E-02
431,5.00917E-02
431,5.03547E-02
431,5.06183E-02
432,5.08825E-02
432,5.11473E-02
432,5.14127E-02
432,5.16786E-02
432,5.19451E-02
432,5.22122E-02
432,5.24799E-02
432,5.27481E-02
432,5.30169E-02
432,5.32862E-02
432,5.35561E-02
433,5.38266E-02
433,5.40976E-02
433,5.43691E-02
433,5.46412E-02
433,5.49139E-02
433,5.51870E-02
433,5.54608E-02
433,5.57350E-02
433,5.60098E-02
434,5.62851E-02
434,5.65609E-02
434,5.68372E-02
434,5.71140E-02
434,5.73914E-02
434,5.76692E-02
434,5.79475E-02
434,5.82264E-02
434,5.85057E-02
434,5.87855E-02
434,5.90658E-02
435,5.93466E-02
435,5.96278E-02
435,5.99095E-02
435,6.01917E-02
435,6.04743E-02
435,6.07574E-02
435,6.10409E-02
435,6.13248E-02
435,6.16091E-02
436,6.18938E-02
436,6.21788E-02
436,6.24642E-02
436,6.27498E-02
436,6.30358E-02
436,6.33219E-02
436,6.36084E-02
436,6.38950E-02
436,6.41818E-02
436,6.44688E-02
436,6.47559E-02
437,6.50432E-02
437,6.53305E-02
437,6.56179E-02
437,6.59053E-02
437,6.61927E-02
437,6.64801E-02
437,6.67675E-02
437,6.70548E-02
437,6.73420E-02
438,6.76291E-02
438,6.79161E-02
438,6.82029E-02
438,6.84894E-02
438,6.87758E-02
438,6.90618E-02
438,6.93476E-02
438,6.96331E-02
438,6.99182E-02
438,7.02030E-02
438,7.04873E-02
439,7.07712E-02
439,7.10547E-02
439,7.13376E-02
439,7.16200E-02
439,7.19019E-02
439,7.21832E-02
439,7.24638E-02
439,7.27438E-02
439,7.30231E-02
440,7.33017E-02
440,7.35796E-02
440,7.38567E-02
440,7.41329E-02
440,7.44083E-02
440,7.46829E-02
440,7.49565E-02
440,7.52293E-02
440,7.55012E-02
440,7.57723E-02
440,7.60427E-02
441,7.63123E-02
441,7.65813E-02
441,7.68496E-02
441,7.71173E-02
441,7.73845E-02
441,7.76512E-02
441,7.79174E-02
441,7.81832E-02
441,7.84486E-02
442,7.87137E-02
442,7.89785E-02
442,7.92431E-02
442,7.95075E-02
442,7.97718E-02
442,8.00360E-02
442,8.03002E-02
442,8.05644E-02
442,8.08286E-02
442,8.10930E-02
442,8.13576E-02
443,8.16224E-02
443,8.18876E-02
443,8.21530E-02
443,8.24189E-02
443,8.26852E-02
443,8.29521E-02
443,8.32195E-02
443,8.34876E-02
443,8.37564E-02
444,8.40260E-02
444,8.42964E-02
444,8.45676E-02
444,8.48399E-02
444,8.51131E-02
444,8.53874E-02
444,8.56629E-02
444,8.59396E-02
444,8.62176E-02
444,8.64970E-02
444,8.67777E-02
445,8.70600E-02
445,8.73438E-02
445,8.76293E-02
445,8.79164E-02
445,8.82054E-02
445,8.84962E-02
445,8.87888E-02
445,8.90831E-02
445,8.93792E-02
446,8.96770E-02
446,8.99764E-02
446,9.02774E-02
446,9.05799E-02
446,9.08838E-02
446,9.11892E-02
446,9.14960E-02
446,9.18042E-02
446,9.21136E-02
446,9.24242E-02
446,9.27359E-02
447,9.30488E-02
447,9.33628E-02
447,9.36777E-02
447,9.39936E-02
447,9.43104E-02
447,9.46280E-02
447,9.49464E-02
447,9.52655E-02
447,9.55852E-02
448,9.59055E-02
448,9.62263E-02
448,9.65476E-02
448,9.68692E-02
448,9.71912E-02
448,9.75135E-02
448,9.78359E-02
448,9.81585E-02
448,9.84811E-02
448,9.88037E-02
448,9.91262E-02
449,9.94486E-02
449,9.97707E-02
449,1.00093E-01
449,1.00414E-01
449,1.00735E-01
449,1.01055E-01
449,1.01375E-01
449,1.01694E-01
449,1.02013E-01
450,1.02330E-01
450,1.02647E-01
450,1.02963E-01
450,1.03277E-01
450,1.03591E-01
450,1.03903E-01
450,1.04214E-01
450,1.04523E-01
450,1.04832E-01
450,1.05139E-01
450,1.05446E-01
451,1.05751E-01
451,1.06055E-01
451,1.06359E-01
451,1.06662E-01
451,1.06964E-01
451,1.07266E-01
451,1.07567E-01
451,1.07867E-01
451,1.08168E-01
452,1.08468E-01
452,1.08768E-01
452,1.09068E-01
452,1.09367E-01
452,1.09667E-01
452,1.09968E-01
452,1.10268E-01
452,1.10569E-01
452,1.10870E-01
452,1.11172E-01
452,1.11474E-01
453,1.11777E-01
453,1.12081E-01
453,1.12386E-01
453,1.12692E-01
453,1.12999E-01
453,1.13307E-01
453,1.13617E-01
453,1.13928E-01
453,1.14241E-01
454,1.14555E-01
454,1.14871E-01
454,1.15189E-01
454,1.15508E-01
454,1.15830E-01
454,1.16154E-01
454,1.16480E-01
454,1.16809E-01
454,1.17140E-01
454,1.17474E-01
454,1.17811E-01
455,1.18150E-01
455,1.18493E-01
455,1.18838E-01
455,1.19187E-01
455,1.19539E-01
455,1.19894E-01
455,1.20254E-01
455,1.20616E-01
455,1.20982E-01
456,1.21351E-01
456,1.21724E-01
456,1.22101E-01
456,1.22480E-01
456,1.22864E-01
456,1.23250E-01
456,1.23640E-01
456,1.24034E-01
456,1.24431E-01
456,1.24831E-01
456,1.25235E-01
457,1.25642E-01
457,1.26053E-01
457,1.26467E-01
457,1.26884E-01
457,1.27305E-01
457,1.27729E-01
457,1.28156E-01
457,1.28587E-01
457,1.29021E-01
458,1.29459E-01
458,1.29900E-01
458,1.30344E-01
458,1.30791E-01
458,1.31242E-01
458,1.31696E-01
458,1.32154E-01
458,1.32615E-01
458,1.33079E-01
458,1.33546E-01
458,1.34017E-01
459,1.34490E-01
459,1.34967E-01
459,1.35448E-01
459,1.35931E-01
459,1.36418E-01
459,1.36908E-01
459,1.37401E-01
459,1.37897E-01
459,1.38396E-01
460,1.38899E-01
460,1.39405E-01
460,1.39914E-01
460,1.40425E-01
460,1.40940E-01
460,1.41459E-01
460,1.41980E-01
460,1.42504E-01
460,1.43031E-01
460,1.43561E-01
460,1.44094E-01
461,1.44630E-01
461,1.45168E-01
461,1.45710E-01
461,1.46254E-01
461,1.46800E-01
461,1.47349E-01
461,1.47901E-01
461,1.48456E-01
461,1.49012E-01
462,1.49571E-01
462,1.50133E-01
462,1.50696E-01
462,1.51262E-01
462,1.51830E-01
462,1.52400E-01
462,1.52972E-01
462,1.53546E-01
462,1.54122E-01
462,1.54700E-01
462,1.55280E-01
463,1.55861E-01
463,1.56444E-01
463,1.57029E-01
463,1.57615E-01
463,1.58202E-01
463,1.58791E-01
463,1.59381E-01
463,1.59972E-01
463,1.60565E-01
464,1.61159E-01
464,1.61753E-01
464,1.62349E-01
464,1.62945E-01
464,1.63542E-01
464,1.64140E-01
464,1.64738E-01
464,1.65337E-01
464,1.65937E-01
464,1.66536E-01
464,1.67136E-01
465,1.67737E-01
465,1.68337E-01
465,1.68937E-01
465,1.69537E-01
465,1.70137E-01
465,1.70737E-01
465,1.71336E-01
465,1.71936E-01
465,1.72535E-01
466,1.73133E-01
466,1.73732E-01
466,1.74330E-01
466,1.74928E-01
466,1.75526E-01
466,1.76123E-01
466,1.76721E-01
466,1.77318E-01
466,1.77915E-01
466,1.78512E-01
466,1.79108E-01
467,1.79705E-01
467,1.80301E-01
467,1.80897E-01
467,1.81494E-01
467,1.82090E-01
467,1.82686E-01
467,1.83281E-01
467,1.83877E-01
467,1.84473E-01
468,1.85068E-01
468,1.85664E-01
468,1.86260E-01
468,1.86855E-01
468,1.87451E-01
468,1.88046E-01
468,1.88642E-01
468,1.89238E-01
468,1.89833E-01
468,1.90429E-01
468,1.91025E-01
469,1.91621E-01
469,1.92217E-01
469,1.92813E-01
469,1.93410E-01
469,1.94006E-01
469,1.94603E-01
469,1.95200E-01
469,1.95797E-01
469,1.96395E-01
470,1.96993E-01
470,1.97591E-01
470,1.98189E-01
470,1.98788E-01
470,1.99387E-01
470,1.99986E-01
470,2.00586E-01
470,2.01186E-01
470,2.01786E-01
470,2.02387E-01
470,2.02989E-01
471,2.03591E-01
471,2.04194E-01
471,2.04797E-01
471,2.05401E-01
471,2.06005E-01
471,2.06611E-01
471,2.07217E-01
471,2.07824E-01
471,2.08432E-01
472,2.09040E-01
472,2.09650E-01
472,2.10260E-01
472,2.10872E-01
472,2.11484E-01
472,2.12098E-01
472,2.12713E-01
472,2.13329E-01
472,2.13946E-01
472,2.14564E-01
472,2.15184E-01
473,2.15805E-01
473,2.16428E-01
473,2.17052E-01
473,2.17677E-01
473,2.18304E-01
473,2.18933E-01
473,2.19563E-01
473,2.20195E-01
473,2.20828E-01
474,2.21463E-01
474,2.22101E-01
474,2.22740E-01
474,2.23381E-01
474,2.24024E-01
474,2.24669E-01
474,2.25316E-01
474,2.25965E-01
474,2.26616E-01
474,2.27270E-01
474,2.27926E-01
475,2.28584E-01
475,2.29245E-01
475,2.29908E-01
475,2.30574E-01
475,2.31243E-01
475,2.31914E-01
475,2.32587E-01
475,2.33264E-01
475,2.33943E-01
476,2.34625E-01
476,2.35309E-01
476,2.35996E-01
476,2.36686E-01
476,2.37379E-01
476,2.38074E-01
476,2.38772E-01
476,2.39473E-01
476,2.40177E-01
476,2.40883E-01
476,2.41592E-01
477,2.42304E-01
477,2.43019E-01
477,2.43736E-01
477,2.44457E-01
477,2.45180E-01
477,2.45906E-01
477,2.46635E-01
477,2.47366E-01
477,2.48101E-01
478,2.48838E-01
478,2.49578E-01
478,2.50321E-01
478,2.51068E-01
478,2.51816E-01
478,2.52568E-01
478,2.53323E-01
478,2.54081E-01
478,2.54841E-01
478,2.55605E-01
478,2.56371E-01
479,2.57141E-01
479,2.57913E-01
479,2.58688E-01
479,2.59467E-01
479,2.60248E-01
479,2.61032E-01
479,2.61819E-01
479,2.62610E-01
479,2.63403E-01
480,2.64200E-01
480,2.64999E-01
480,2.65801E-01
480,2.66607E-01
480,2.67415E-01
480,2.68227E-01
480,2.69042E-01
480,2.69860E-01
480,2.70680E-01
480,2.71504E-01
480,2.72330E-01
481,2.73159E-01
481,2.73991E-01
481,2.74825E-01
481,2.75661E-01
481,2.76501E-01
481,2.77342E-01
481,2.78185E-01
481,2.79031E-01
481,2.79879E-01
482,2.80729E-01
482,2.81580E-01
482,2.82434E-01
482,2.83289E-01
482,2.84145E-01
482,2.85004E-01
482,2.85863E-01
482,2.86724E-01
482,2.87586E-01
482,2.88450E-01
482,2.89314E-01
483,2.90179E-01
483,2.91045E-01
483,2.91912E-01
483,2.92780E-01
483,2.93647E-01
483,2.94516E-01
483,2.95385E-01
483,2.96253E-01
483,2.97122E-01
484,2.97991E-01
484,2.98860E-01
484,2.99729E-01
484,3.00597E-01
484,3.01465E-01
484,3.02332E-01
484,3.03198E-01
484,3.04064E-01
484,3.04928E-01
484,3.05792E-01
484,3.06654E-01
485,3.07515E-01
485,3.08375E-01
485,3.09233E-01
485,3.10089E-01
485,3.10944E-01
485,3.11796E-01
485,3.12647E-01
485,3.13496E-01
485,3.14344E-01
486,3.15190E-01
486,3.16036E-01
486,3.16880E-01
486,3.17724E-01
486,3.18567E-01
486,3.19410E-01
486,3.20253E-01
486,3.21096E-01
486,3.21940E-01
486,3.22784E-01
486,3.23628E-01
487,3.24473E-01
487,3.25320E-01
487,3.26168E-01
487,3.27017E-01
487,3.27868E-01
487,3.28721E-01
487,3.29577E-01
487,3.30435E-01
487,3.31295E-01
488,3.32158E-01
488,3.33025E-01
488,3.33895E-01
488,3.34768E-01
488,3.35645E-01
488,3.36526E-01
488,3.37412E-01
488,3.38302E-01
488,3.39197E-01
488,3.40097E-01
488,3.41002E-01
489,3.41913E-01
489,3.42830E-01
489,3.43753E-01
489,3.44682E-01
489,3.45618E-01
489,3.46560E-01
489,3.47510E-01
489,3.48468E-01
489,3.49433E-01
490,3.50406E-01
490,3.51387E-01
490,3.52377E-01
490,3.53376E-01
490,3.54384E-01
490,3.55402E-01
490,3.56429E-01
490,3.57466E-01
490,3.58513E-01
490,3.59568E-01
490,3.60633E-01
491,3.61707E-01
491,3.62790E-01
491,3.63881E-01
491,3.64981E-01
491,3.66089E-01
491,3.67206E-01
491,3.68330E-01
491,3.69462E-01
491,3.70601E-01
492,3.71748E-01
492,3.72902E-01
492,3.74063E-01
492,3.75231E-01
492,3.76405E-01
492,3.77586E-01
492,3.78773E-01
492,3.79965E-01
492,3.81164E-01
492,3.82368E-01
492,3.83577E-01
493,3.84792E-01
493,3.86011E-01
493,3.87235E-01
493,3.88463E-01
493,3.89696E-01
493,3.90932E-01
493,3.92172E-01
493,3.93416E-01
493,3.94663E-01
494,3.95912E-01
494,3.97164E-01
494,3.98419E-01
494,3.99676E-01
494,4.00934E-01
494,4.02195E-01
494,4.03456E-01
494,4.04719E-01
494,4.05982E-01
494,4.07246E-01
494,4.08510E-01
495,4.09774E-01
495,4.11038E-01
495,4.12300E-01
495,4.13562E-01
495,4.14823E-01
495,4.16082E-01
495,4.17339E-01
495,4.18595E-01
495,4.19850E-01
496,4.21103E-01
496,4.22355E-01
496,4.23606E-01
496,4.24856E-01
496,4.26105E-01
496,4.27354E-01
496,4.28602E-01
496,4.29849E-01
496,4.31096E-01
496,4.32342E-01
496,4.33589E-01
497,4.34835E-01
497,4.36081E-01
497,4.37327E-01
497,4.38574E-01
497,4.39821E-01
497,4.41068E-01
497,4.42316E-01
497,4.43565E-01
497,4.44814E-01
498,4.46064E-01
498,4.47316E-01
498,4.48569E-01
498,4.49823E-01
498,4.51079E-01
498,4.52336E-01
498,4.53595E-01
498,4.54856E-01
498,4.56119E-01
498,4.57384E-01
498,4.58652E-01
499,4.59922E-01
499,4.61195E-01
499,4.62470E-01
499,4.63748E-01
499,4.65030E-01
499,4.66314E-01
499,4.67603E-01
499,4.68894E-01
499,4.70189E-01
500,4.71489E-01
500,4.72792E-01
500,4.74099E-01
500,4.75411E-01
500,4.76727E-01
500,4.78048E-01
500,4.79374E-01
500,4.80705E-01
500,4.82040E-01
500,4.83380E-01
500,4.84725E-01
501,4.86074E-01
501,4.87428E-01
501,4.88787E-01
501,4.90150E-01
501,4.91517E-01
501,4.92889E-01
501,4.94265E-01
501,4.95646E-01
501,4.97030E-01
502,4.98419E-01
502,4.99812E-01
502,5.01208E-01
502,5.02609E-01
502,5.04014E-01
502,5.05422E-01
502,5.06835E-01
502,5.08251E-01
502,5.09670E-01
502,5.11094E-01
502,5.12521E-01
503,5.13951E-01
503,5.15385E-01
503,5.16822E-01
503,5.18262E-01
503,5.19706E-01
503,5.21152E-01
503,5.22602E-01
503,5.24055E-01
503,5.25510E-01
504,5.26969E-01
504,5.28430E-01
504,5.29894E-01
504,5.31361E-01
504,5.32830E-01
504,5.34301E-01
504,5.35775E-01
504,5.37251E-01
504,5.38730E-01
504,5.40210E-01
504,5.41693E-01
505,5.43178E-01
505,5.44664E-01
505,5.46153E-01
505,5.47643E-01
505,5.49134E-01
505,5.50628E-01
505,5.52122E-01
505,5.53619E-01
505,5.55116E-01
506,5.56615E-01
506,5.58116E-01
506,5.59617E-01
506,5.61120E-01
506,5.62625E-01
506,5.64130E-01
506,5.65637E-01
506,5.67145E-01
506,5.68653E-01
506,5.70163E-01
506,5.71674E-01
507,5.73186E-01
507,5.74698E-01
507,5.76212E-01
507,5.77726E-01
507,5.79242E-01
507,5.80757E-01
507,5.82274E-01
507,5.83791E-01
507,5.85309E-01
508,5.86828E-01
508,5.88347E-01
508,5.89866E-01
508,5.91386E-01
508,5.92906E-01
508,5.94426E-01
508,5.95947E-01
508,5.97468E-01
508,5.98989E-01
508,6.00511E-01
508,6.02032E-01
509,6.03554E-01
509,6.05075E-01
509,6.06596E-01
509,6.08118E-01
509,6.09639E-01
509,6.11160E-01
509,6.12680E-01
509,6.14201E-01
509,6.15721E-01
510,6.17240E-01
510,6.18759E-01
510,6.20278E-01
510,6.21796E-01
510,6.23313E-01
510,6.24830E-01
510,6.26345E-01
510,6.27861E-01
510,6.29375E-01
510,6.30889E-01
510,6.32403E-01
511,6.33916E-01
511,6.35429E-01
511,6.36941E-01
511,6.38454E-01
511,6.39966E-01
511,6.41478E-01
511,6.42990E-01
511,6.44502E-01
511,6.46014E-01
512,6.47526E-01
512,6.49039E-01
512,6.50552E-01
512,6.52066E-01
512,6.53580E-01
512,6.55094E-01
512,6.56610E-01
512,6.58126E-01
512,6.59642E-01
512,6.61160E-01
512,6.62679E-01
513,6.64199E-01
513,6.65720E-01
513,6.67242E-01
513,6.68765E-01
513,6.70290E-01
513,6.71817E-01
513,6.73345E-01
513,6.74875E-01
513,6.76406E-01
514,6.77939E-01
514,6.79475E-01
514,6.81012E-01
514,6.82552E-01
514,6.84093E-01
514,6.85638E-01
514,6.87184E-01
514,6.88733E-01
514,6.90285E-01
514,6.91839E-01
514,6.93397E-01
515,6.94957E-01
515,6.96520E-01
515,6.98087E-01
515,6.99656E-01
515,7.01229E-01
515,7.02806E-01
515,7.04385E-01
515,7.05968E-01
515,7.07553E-01
516,7.09141E-01
516,7.10732E-01
516,7.12324E-01
516,7.13918E-01
516,7.15513E-01
516,7.17110E-01
516,7.18708E-01
516,7.20307E-01
516,7.21906E-01
516,7.23505E-01
516,7.25105E-01
517,7.26704E-01
517,7.28302E-01
517,7.29900E-01
517,7.31497E-01
517,7.33092E-01
517,7.34685E-01
517,7.36277E-01
517,7.37866E-01
517,7.39453E-01
518,7.41037E-01
518,7.42618E-01
518,7.44195E-01
518,7.45769E-01
518,7.47339E-01
518,7.48904E-01
518,7.50465E-01
518,7.52021E-01
518,7.53571E-01
518,7.55117E-01
518,7.56656E-01
519,7.58189E-01
519,7.59715E-01
519,7.61235E-01
519,7.62748E-01
519,7.64253E-01
519,7.65750E-01
519,7.67240E-01
519,7.68720E-01
519,7.70192E-01
520,7.71655E-01
520,7.73108E-01
520,7.74552E-01
520,7.75985E-01
520,7.77408E-01
520,7.78820E-01
520,7.80221E-01
520,7.81610E-01
520,7.82989E-01
520,7.84357E-01
520,7.85714E-01
521,7.87060E-01
521,7.88396E-01
521,7.89721E-01
521,7.91036E-01
521,7.92341E-01
521,7.93636E-01
521,7.94920E-01
521,7.96195E-01
521,7.97460E-01
522,7.98715E-01
522,7.99961E-01
522,8.01197E-01
522,8.02424E-01
522,8.03642E-01
522,8.04851E-01
522,8.06051E-01
522,8.07242E-01
522,8.08425E-01
522,8.09599E-01
522,8.10765E-01
523,8.11923E-01
523,8.13073E-01
523,8.14214E-01
523,8.15348E-01
523,8.16475E-01
523,8.17594E-01
523,8.18705E-01
523,8.19810E-01
523,8.20907E-01
524,8.21997E-01
524,8.23081E-01
524,8.24158E-01
524,8.25229E-01
524,8.26294E-01
524,8.27352E-01
524,8.28404E-01
524,8.29451E-01
524,8.30492E-01
524,8.31528E-01
524,8.32558E-01
525,8.33583E-01
525,8.34603E-01
525,8.35619E-01
525,8.36630E-01
525,8.37636E-01
525,8.38638E-01
525,8.39635E-01
525,8.40629E-01
525,8.41618E-01
526,8.42603E-01
526,8.43584E-01
526,8.44560E-01
526,8.45533E-01
526,8.46501E-01
526,8.47465E-01
526,8.48425E-01
526,8.49382E-01
526,8.50334E-01
526,8.51282E-01
526,8.52226E-01
527,8.53166E-01
527,8.54102E-01
527,8.55034E-01
527,8.55962E-01
527,8.56887E-01
527,8.57807E-01
527,8.58724E-01
527,8.59637E-01
527,8.60546E-01
528,8.61452E-01
528,8.62354E-01
528,8.63252E-01
528,8.64146E-01
528,8.65037E-01
528,8.65924E-01
528,8.66808E-01
528,8.67688E-01
528,8.68564E-01
528,8.69437E-01
528,8.70307E-01
529,8.71173E-01
529,8.72036E-01
529,8.72895E-01
529,8.73751E-01
529,8.74604E-01
529,8.75453E-01
529,8.76300E-01
529,8.77143E-01
529,8.77982E-01
530,8.78819E-01
530,8.79652E-01
530,8.80483E-01
